Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,bugs,label
34,1,47,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,3,0,0.285714,4,0,0,2,0.285714,4,0,0,0,0,0,10,14,0,0,0,0,1,0,1,0,1,6,0,1,0,10,14,0,0,0,0,1,0,1,0,1,6,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
11,1,36,2,0.813187,3,9,3,0.769231,0.722222,20,13,1,1,1,3,7,0,0,4,5,0,0.142857,3,0,0,2,0.142857,3,0,0,0,0,0,18,26,0,0,0,0,1,0,1,0,1,14,0,1,0,18,26,0,0,0,0,1,0,1,0,1,14,0,1,0,0,0,17,1,5,0,0,2,0,12,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1,13,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,3,0,0.2,2,0,0,2,0.2,2,0,0,0,0,0,8,10,0,0,0,0,1,0,1,0,1,4,0,1,0,8,10,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,1,14,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,3,0,0.1,1,0,0,2,0.1,1,0,0,0,0,0,9,10,0,0,0,0,1,0,1,0,1,5,0,1,0,9,10,0,0,0,0,1,0,1,0,1,5,0,1,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
11,1,31,2,0.936709,3,9,3,0.809524,0.764706,17,13,1,1,1,3,6,0,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,17,21,0,0,0,0,1,0,1,0,1,13,0,1,0,17,21,0,0,0,0,1,0,1,0,1,13,0,1,0,0,0,17,2,4,0,0,2,0,12,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
91,2,96,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,1,0,1,0,1,1,1,0,1,1,1,1,0,6,6,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0
68,2,92,3,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,25,25,3,0,3,0,2,2,2,0,2,9,2,2,0,25,25,3,0,3,0,2,2,2,0,2,9,2,2,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
89,1,841,2,0,0,0,0,0,0,0,0,2,6,6,138,32,43,36,47,83,0.212121,0.166667,107,54,7,26,0.161765,110,0,0,1,1,0,535,713,32,5,32,5,36,27,32,0,36,322,27,32,0,570,753,39,5,39,5,40,30,36,0,40,335,30,36,0,0,2,108,3,173,0,0,37,0,0,0,1,0,8,7,3,0,93,79,0,0,0,0,1,0,0,3,0,0,0,0,0,0,17,17,1,17,2,0,0,0,0,0,0
156,49,160,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,2,0,1,0,5,5,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,90,2,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,1,5,1,0.64,32,32,5,0,0.64,32,1,1,0,0,1,18,49,1,0,1,0,4,0,4,0,4,4,0,4,0,18,49,1,0,1,0,4,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,493,2,0,0,0,0,0,0,0,0,1,2,2,45,5,1,0,5,15,0.333333,0.365931,116,95,2,4,0.341808,121,0,0,0,0,0,201,378,15,6,15,6,10,0,5,0,10,106,0,5,0,233,420,47,12,15,7,13,0,8,0,49,123,27,40,0,0,0,35,3,15,0,0,0,0,0,0,0,0,2,1,0,0,9,24,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0
42,1,83,2,0,0,0,0,0,0,0,0,1,1,1,6,1,8,8,1,5,0.2,0.116279,5,5,1,4,0.116279,5,3,3,0,0,1,38,42,11,3,1,1,4,0,4,0,26,17,7,26,0,38,42,11,3,1,1,4,0,4,0,26,17,7,26,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
45,1,243,2,0,0,0,0,0,0,0,0,3,3,3,38,3,11,18,0,22,0.304348,0.252747,46,23,7,16,0.252747,46,2,2,1,1,1,136,199,10,2,6,2,22,3,22,0,22,61,7,22,0,136,199,10,2,6,2,22,3,22,0,22,61,7,22,0,0,0,41,1,17,0,0,4,0,0,0,1,0,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,7,0,0,0,0,0,0,0
39,1,72,2,0,0,0,0,0,0,0,0,3,1,1,5,7,3,0,4,7,1,0.382353,13,13,4,0,0.382353,13,2,2,0,0,1,21,34,4,6,0,0,3,0,3,0,26,11,0,21,1,21,34,4,6,0,0,3,0,3,0,26,11,0,21,1,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,78,2,0,0,0,0,0,0,0,0,4,0,0,4,6,3,0,0,4,0.2,0.0769231,3,3,1,4,0.0769231,3,1,1,3,4,1,36,39,0,0,0,0,4,0,4,0,4,0,0,4,0,36,39,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,14,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
55,1,450,2,0,0,0,0,0,0,0,0,3,3,3,91,9,13,59,9,46,0.37931,0.264624,95,86,11,18,0.264624,95,2,2,1,2,1,264,396,6,14,4,14,37,0,28,1,37,170,2,28,1,264,396,6,14,4,14,37,0,28,1,37,170,2,28,1,0,1,66,2,54,0,0,33,0,0,0,1,0,0,0,0,0,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,1,0,1,0,0,0,0
38,1,223,2,0,0,0,0,0,0,0,0,1,1,1,31,8,19,10,16,39,0.0416667,0.0886076,14,13,1,23,0.0886076,14,2,2,11,11,1,144,186,15,10,9,10,23,0,23,8,23,59,6,23,8,144,186,15,10,9,10,23,0,23,8,23,59,6,23,8,0,0,58,1,3,0,0,2,0,0,0,0,0,0,0,1,0,1,47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
36,1,74,2,0,0,0,0,0,0,0,0,2,2,1,7,6,5,5,7,11,0.2,0.212121,7,7,1,4,0.212121,7,1,1,0,0,1,26,39,2,0,2,0,4,1,4,0,4,11,1,4,0,26,39,2,0,2,0,4,1,4,0,4,11,1,4,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
50,1,115,2,0,0,0,0,0,0,0,0,1,2,2,17,3,19,61,8,14,0.4,0.337662,26,19,2,3,0.337662,26,3,3,1,1,1,51,66,7,15,1,1,6,0,4,0,43,37,2,32,1,51,66,7,15,1,1,6,0,4,0,43,37,2,32,1,0,0,13,0,17,0,0,12,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
36,1,50,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0.5,0.235294,4,4,1,1,0.235294,4,2,2,0,0,1,13,15,1,0,1,0,1,1,1,0,5,1,1,5,0,13,15,1,0,1,0,1,1,1,0,5,1,1,5,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
48,1,560,2,0,0,0,0,0,0,0,0,1,4,2,61,22,2,0,40,63,0.368421,0.477178,230,182,7,12,0.477178,230,1,1,1,1,1,252,513,4,6,4,6,23,0,18,1,23,142,0,18,1,252,513,4,6,4,6,23,0,18,1,23,142,0,18,1,0,0,36,0,28,0,0,14,0,0,0,0,0,1,0,3,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0
40,1,73,2,0.628571,1,2,2,0.588235,0.625,20,20,3,0,0,3,7,7,3,4,7,0,0,0,0,0,4,0,0,2,2,1,1,1,32,34,0,0,0,0,3,0,3,0,7,3,0,7,0,32,34,0,0,0,0,3,0,3,0,7,3,0,7,0,0,0,28,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,1,89,2,0,0,0,0,0,0,0,0,1,1,1,8,9,1,0,7,14,0.142857,0.111111,5,5,1,6,0.111111,5,1,1,0,0,1,40,48,8,9,3,3,7,0,6,0,17,15,0,14,2,40,48,8,9,3,3,7,0,6,0,17,15,0,14,2,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,1,40,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,0.5,0.333333,3,3,1,1,0.333333,3,1,1,0,0,1,6,6,5,6,0,0,1,0,1,0,11,2,0,9,2,6,6,5,6,0,0,1,0,1,0,11,2,0,9,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,436,2,0,0,0,0,0,0,0,0,1,4,4,61,14,13,2,31,70,0.325,0.251462,86,69,13,27,0.251462,86,1,2,0,0,2,256,391,24,26,20,16,39,18,39,8,57,127,19,57,11,256,391,24,26,20,16,39,18,39,8,57,127,19,57,11,0,0,81,6,30,0,1,10,0,0,0,0,0,2,0,2,0,8,59,0,0,0,1,0,0,0,2,0,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0
39,1,80,2,0,0,0,0,0,0,0,0,1,1,1,7,9,2,1,6,11,0,0.0571429,2,2,0,6,0.0571429,2,1,1,0,0,1,33,42,7,9,2,3,5,0,5,0,15,11,0,13,2,33,42,7,9,2,3,5,0,5,0,15,11,0,13,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41,1,86,2,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,4,8,0.2,0.26087,12,11,1,4,0.26087,12,1,1,0,0,1,34,46,7,8,2,2,4,0,4,0,14,7,0,12,2,34,46,7,8,2,2,4,0,4,0,14,7,0,12,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,1,675,2,0.042204,1,4,2,0.0382775,0.0497512,24,20,4,4,4,112,24,23,33,42,89,0.510638,0.298851,156,136,24,23,0.27957,156,1,1,1,1,1,366,584,11,27,7,17,47,0,46,7,64,233,1,63,9,402,627,12,27,8,17,55,1,54,7,72,238,2,71,9,0,0,125,0,93,0,0,30,0,14,0,3,0,2,0,2,0,46,85,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,1,0,19,0,0,0,0,0,0,0
68,1,296,2,0,0,0,0,0,0,0,0,4,4,4,55,12,19,15,10,32,0.304348,0.317972,69,65,7,16,0.317972,69,5,5,0,0,1,148,229,8,19,5,11,22,5,22,0,49,81,8,49,0,148,229,8,19,5,11,22,5,22,0,49,81,8,49,0,0,0,52,0,13,0,0,6,0,0,0,1,0,3,0,1,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
41,1,97,2,0.762887,2,8,4,0.736842,0.807692,42,42,1,1,1,9,6,1,1,4,9,0.166667,0.0545455,3,3,1,5,0.0545455,3,1,1,0,0,1,52,57,1,0,1,0,5,0,5,0,5,9,0,5,0,52,57,1,0,1,0,5,0,5,0,5,9,0,5,0,0,0,44,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
41,1,121,2,0,0,0,0,0,0,0,0,0,1,1,14,8,17,14,2,12,0.222222,0.291667,21,20,2,7,0.291667,21,0,0,4,4,0,51,81,5,6,5,6,10,0,8,2,10,21,0,8,2,51,81,5,6,5,6,10,0,8,2,10,21,0,8,2,0,0,20,0,9,0,0,4,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,1,168,2,0,0,0,0,0,0,0,0,3,2,2,24,11,24,58,6,26,0.333333,0.291262,30,28,7,14,0.288462,30,0,0,2,3,0,73,127,4,11,4,11,20,1,20,4,20,26,1,20,4,74,128,4,11,4,11,20,1,20,4,20,26,1,20,4,0,2,41,1,12,0,0,2,0,0,0,1,0,0,0,1,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,1,0,0,0,0,0,0
67,1,266,2,0,0,0,0,0,0,0,0,7,3,3,44,10,27,20,9,36,0.428571,0.27027,50,49,12,16,0.27027,50,4,4,1,1,1,135,200,3,8,3,8,27,3,27,0,27,59,3,27,0,135,200,3,8,3,8,27,3,27,0,27,59,3,27,0,0,0,56,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
101,1,586,2,0,0,0,0,0,0,0,0,1,4,3,91,8,4,40,10,47,0.16129,0.400463,173,134,5,26,0.364,182,0,0,0,0,0,259,418,6,8,6,8,37,3,30,1,37,160,3,30,1,318,486,10,8,10,8,46,3,37,1,54,181,3,41,1,0,0,100,1,37,0,0,24,0,0,0,0,0,2,0,0,0,10,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,12,1,0,0,0,0,0,0
46,1,328,2,0.126866,2,5,2,0.102473,0.139535,29,24,2,2,2,49,3,4,10,1,21,0.375,0.328125,84,71,6,10,0.328125,84,2,2,1,1,1,172,283,13,3,9,3,20,1,15,0,20,93,5,15,0,172,283,13,3,9,3,20,1,15,0,20,93,5,15,0,0,0,50,1,24,0,1,8,0,14,0,1,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,1,0,0,0,0,0,0
38,1,336,2,0.114865,2,5,2,0.100334,0.123711,30,24,2,2,2,48,7,3,6,8,29,0.0555556,0.250965,65,53,1,17,0.250965,65,2,2,1,1,1,194,299,10,7,8,7,21,0,17,0,21,100,2,17,0,194,299,10,7,8,7,21,0,17,0,21,100,2,17,0,0,0,58,0,9,0,0,0,0,14,0,1,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0
46,1,117,2,0,0,0,0,0,0,0,0,1,2,2,16,14,2,3,18,23,0.25,0.102941,7,1,1,3,0.102941,7,0,0,0,0,0,61,72,1,0,1,0,5,1,3,0,5,42,1,3,0,61,72,1,0,1,0,5,1,3,0,5,42,1,3,0,0,0,18,0,31,0,0,6,0,0,0,0,0,0,0,1,0,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
48,1,154,2,0,0,0,0,0,0,0,0,1,4,4,17,11,1,1,5,9,0.25,0.313131,31,20,1,3,0.313131,31,0,0,0,0,0,68,107,4,0,4,0,4,2,3,0,4,45,2,3,0,68,107,4,0,4,0,4,2,3,0,4,45,2,3,0,0,0,10,0,17,0,0,4,0,0,0,0,0,2,2,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
35,1,59,2,0,0,0,0,0,0,0,0,0,0,0,2,1,6,5,0,2,0,0.08,2,0,0,3,0.08,2,0,0,0,0,0,23,25,7,0,7,0,2,7,2,0,2,6,7,2,0,23,25,7,0,7,0,2,7,2,0,2,6,7,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
59,1,404,2,0.0994832,1,8,2,0.0780347,0.078853,27,22,2,5,4,72,12,2,3,12,32,0.285714,0.0974026,30,15,6,15,0.0970874,30,0,0,0,0,0,278,345,14,1,14,1,20,14,20,2,20,187,14,20,2,279,346,16,1,16,1,20,16,20,2,20,187,16,20,2,0,2,66,4,46,0,1,22,0,14,0,1,0,2,0,1,0,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,0,0
69,1,250,2,0,0,0,0,0,0,0,0,1,4,4,21,24,1,1,19,24,0.5,0.285714,50,22,3,3,0.285714,50,0,0,0,0,0,125,182,4,0,4,0,5,4,5,1,5,95,4,5,1,125,182,4,0,4,0,5,4,5,1,5,95,4,5,1,0,0,17,1,68,0,1,8,0,0,0,0,0,2,0,2,0,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0
56,1,171,2,0,0,0,0,0,0,0,0,1,4,4,25,15,2,2,18,22,0.5,0.132075,14,4,1,1,0.132075,14,0,0,0,0,0,92,116,0,0,0,0,4,0,1,0,4,65,0,1,0,92,116,0,0,0,0,4,0,1,0,4,65,0,1,0,0,0,15,0,22,0,0,0,0,0,0,0,0,3,0,2,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,1,140,2,0,0,0,0,0,0,0,0,1,9,4,27,20,2,2,11,14,0.333333,0.0379747,3,1,1,2,0.0379747,3,0,0,0,0,0,76,83,4,1,4,1,3,0,2,0,3,66,0,2,0,76,83,4,1,4,1,3,0,2,0,3,66,0,2,0,0,0,17,0,38,0,0,17,0,0,0,0,0,6,5,2,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,387,2,0,0,0,0,0,0,0,0,1,3,3,66,20,4,25,17,25,0.222222,0.10299,31,22,2,7,0.10299,31,0,0,0,0,0,270,329,3,5,3,5,8,3,8,0,8,222,3,8,0,270,329,3,5,3,5,8,3,8,0,8,222,3,8,0,0,0,31,3,38,0,0,8,0,0,0,0,0,2,0,2,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,2,0,1,1
44,1,62,2,0,0,0,0,0,0,0,0,1,1,1,5,3,2,1,2,5,0.25,0.2,4,4,1,3,0.2,4,0,0,1,1,0,16,19,0,0,0,0,3,0,3,0,3,11,0,3,0,16,19,0,0,0,0,3,0,3,0,3,11,0,3,0,0,0,9,0,7,0,0,2,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,1,292,2,0,0,0,0,0,0,0,0,3,5,3,35,27,3,4,30,43,0.142857,0.088785,19,6,2,12,0.088785,19,2,2,0,0,1,195,231,6,2,1,1,13,1,13,0,54,127,5,49,2,195,231,6,2,1,1,13,1,13,0,54,127,5,49,2,0,0,37,0,41,0,0,2,0,0,0,1,0,0,0,2,0,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,1
