Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,bugs,label
57,1,144,2,0,0,0,0,0,0,0,0,1,2,2,17,3,15,60,8,14,0.8,0.518868,55,48,4,1,0.518868,55,3,3,2,2,1,51,88,7,15,1,1,6,0,4,0,43,37,2,32,1,51,88,7,15,1,1,6,0,4,0,43,37,2,32,1,0,0,9,0,17,0,0,12,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
36,1,65,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,1,0.59375,19,19,2,0,0.59375,19,2,2,0,0,1,13,30,1,0,1,0,1,1,1,0,5,1,1,5,0,13,30,1,0,1,0,1,1,1,0,5,1,1,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
45,1,759,2,0,0,0,0,0,0,0,0,1,3,2,61,22,2,0,42,66,1,0.632893,431,383,8,0,0.632893,431,1,1,1,1,1,250,715,3,6,3,6,24,0,7,0,24,139,0,7,0,250,715,3,6,3,6,24,0,7,0,24,139,0,7,0,0,0,14,0,21,0,0,8,0,0,0,0,0,1,0,3,0,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
62,1,178,2,0,0,0,0,0,0,0,0,1,1,1,15,9,2,4,5,12,0.5,0.368,46,46,3,3,0.368,46,2,2,1,1,1,79,117,1,2,1,2,7,0,5,0,11,35,0,9,0,79,117,1,2,1,2,7,0,5,0,11,35,0,9,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
45,1,100,2,0,0,0,0,0,0,0,0,1,1,1,9,8,2,1,7,14,0.142857,0.102041,5,5,1,6,0.102041,5,1,1,0,0,1,44,56,8,9,3,3,7,0,6,0,17,18,0,14,2,44,56,8,9,3,3,7,0,6,0,17,18,0,14,2,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,40,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,5,0.5,0.333333,3,3,1,1,0.333333,3,1,1,0,0,1,6,6,5,6,0,0,1,0,1,0,11,2,0,9,2,6,6,5,6,0,0,1,0,1,0,11,2,0,9,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,70,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,3,0.666667,0.621622,23,23,2,1,0.621622,23,6,6,0,0,1,14,27,8,20,1,1,2,0,2,0,51,3,7,51,0,14,27,8,20,1,1,2,0,2,0,51,3,7,51,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
46,1,432,2,0,0,0,0,0,0,0,0,1,4,4,60,14,33,14,28,67,0.325,0.248521,84,69,13,27,0.248521,84,1,2,1,1,2,254,387,26,33,20,16,39,18,39,8,65,125,19,65,11,254,387,26,33,20,16,39,18,39,8,65,125,19,65,11,0,0,85,6,30,0,1,10,0,0,0,0,0,2,0,2,0,8,61,0,0,0,1,0,0,0,2,0,0,0,0,0,0,15,0,0,19,0,0,0,0,0,0,0
42,1,122,2,0,0,0,0,0,0,0,0,0,1,1,12,10,7,1,8,16,0,0,0,0,0,9,0,0,2,3,0,0,1,64,81,34,36,8,6,8,0,8,0,70,28,19,70,11,64,81,34,36,8,6,8,0,8,0,70,28,19,70,11,0,0,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0
40,1,80,2,0,0,0,0,0,0,0,0,1,1,1,7,7,4,1,6,11,0,0.0606061,2,2,0,6,0.0606061,2,1,1,0,0,1,31,41,7,9,2,3,5,0,5,0,15,11,0,13,2,31,41,7,9,2,3,5,0,5,0,15,11,0,13,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,230,2,0,0,0,0,0,0,0,0,1,6,4,32,6,1,1,10,19,1,0.411168,81,71,10,0,0.411168,81,1,1,0,0,1,116,215,5,5,5,5,9,0,9,1,9,64,0,9,1,116,215,5,5,5,5,9,0,9,1,9,64,0,9,1,0,1,11,4,6,0,0,0,0,0,0,0,0,5,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41,1,86,2,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,4,8,0.2,0.285714,12,11,1,4,0.285714,12,1,1,0,0,1,30,46,7,8,2,2,4,0,4,0,14,7,0,12,2,30,46,7,8,2,2,4,0,4,0,14,7,0,12,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,1,930,2,0.038814,1,4,2,0.0275545,0.0423729,24,20,3,4,4,127,32,33,51,58,116,0.571429,0.410256,304,285,32,24,0.391753,304,1,1,2,2,1,437,829,15,38,9,22,58,0,55,9,82,251,1,79,11,472,871,16,38,10,22,66,1,63,9,90,256,2,87,11,0,2,134,0,85,0,2,20,0,14,0,3,0,3,0,3,0,47,89,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,22,1,0,0,0,0,3,1
69,1,304,2,0,0,0,0,0,0,0,0,1,4,4,41,29,5,5,40,52,0.3,0.0985916,21,17,3,7,0.0985916,21,2,2,0,0,1,192,236,24,40,9,6,12,0,9,0,90,97,1,84,11,192,236,24,40,9,6,12,0,9,0,90,97,1,84,11,0,0,42,2,34,0,0,0,0,0,0,0,0,3,0,3,0,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0
67,1,301,2,0,0,0,0,0,0,0,0,4,4,4,55,11,22,18,10,32,0.391304,0.348214,78,74,9,14,0.348214,78,5,5,1,1,1,146,235,7,19,4,11,22,4,22,0,49,81,7,49,0,146,235,7,19,4,11,22,4,22,0,49,81,7,49,0,0,0,48,0,13,0,0,6,0,0,0,1,0,3,0,1,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1
45,1,108,2,0.309091,1,4,2,0.3125,0.344828,20,20,1,1,1,10,6,1,1,4,9,0.166667,0.107692,7,7,1,5,0.107692,7,1,1,0,0,1,58,64,1,0,1,0,5,0,5,0,5,11,0,5,0,58,64,1,0,1,0,5,0,5,0,5,11,0,5,0,0,1,34,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
42,1,162,2,0,0,0,0,0,0,0,0,0,1,1,13,7,20,14,3,13,0.666667,0.513514,57,57,6,3,0.513514,57,0,0,4,4,0,54,121,5,6,5,6,10,0,8,2,10,21,0,8,2,54,121,5,6,5,6,10,0,8,2,10,21,0,8,2,0,0,12,0,5,0,0,4,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,1,301,2,0,0,0,0,0,0,0,0,4,3,3,39,13,37,82,10,38,0.517241,0.378505,81,79,15,14,0.376744,81,0,0,2,5,0,133,255,6,18,6,18,28,1,28,4,28,61,1,28,4,134,256,6,18,6,18,28,1,28,4,28,61,1,28,4,0,2,47,2,17,0,0,4,0,0,0,1,0,0,0,1,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,1,0,0,0,0,0,0
66,1,265,2,0,0,0,0,0,0,0,0,7,3,3,44,9,29,22,9,36,0.428571,0.27027,50,49,12,16,0.27027,50,4,4,1,2,1,135,200,3,8,3,8,27,3,27,0,27,59,3,27,0,135,200,3,8,3,8,27,3,27,0,27,59,3,27,0,0,0,56,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
64,1,219,2,0,0,0,0,0,0,0,0,1,1,1,11,0,1,1,0,3,1,0.772727,136,136,4,0,0.772727,136,0,0,0,0,0,40,156,1,2,1,2,3,1,3,0,3,20,1,3,0,40,156,1,2,1,2,3,1,3,0,3,20,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
115,1,597,2,0,0,0,0,0,0,0,0,1,4,3,91,7,4,41,10,47,0.16129,0.422472,188,149,5,26,0.384016,197,0,0,0,0,0,257,415,6,8,6,8,37,3,30,1,37,160,3,30,1,316,483,10,8,10,8,46,3,37,1,54,181,3,41,1,0,0,100,1,37,0,0,24,0,0,0,0,0,2,0,0,0,10,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,12,1,0,0,0,0,0,0
46,1,332,2,0.123726,2,5,2,0.101045,0.137143,29,24,2,2,2,51,3,2,8,1,21,0.375,0.324324,84,71,6,10,0.324324,84,2,2,1,1,1,175,287,11,3,9,3,20,1,15,0,20,95,3,15,0,175,287,11,3,9,3,20,1,15,0,20,95,3,15,0,0,0,50,1,25,0,1,8,0,14,0,1,0,0,0,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,1,0,0,0,0,0,0
38,1,336,2,0.11612,2,5,2,0.100334,0.126316,30,24,2,2,2,48,6,2,5,8,29,0.0555556,0.254902,65,53,1,17,0.254902,65,2,2,1,1,1,190,299,10,7,8,7,21,0,17,0,21,100,2,17,0,190,299,10,7,8,7,21,0,17,0,21,100,2,17,0,0,0,58,0,9,0,0,0,0,14,0,1,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0
43,1,192,2,0,0,0,0,0,0,0,0,1,4,3,26,2,10,9,0,6,0.571429,0.42963,58,57,4,3,0.42963,58,1,1,0,0,1,77,150,5,3,5,3,6,1,6,0,6,44,1,6,0,77,150,5,3,5,3,6,1,6,0,6,44,1,6,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
46,1,118,2,0,0,0,0,0,0,0,0,1,2,2,16,14,2,3,18,23,0.25,0.102941,7,1,1,3,0.102941,7,0,0,0,0,0,61,73,1,0,1,0,5,1,3,0,5,40,1,3,0,61,73,1,0,1,0,5,1,3,0,5,40,1,3,0,0,0,18,0,33,0,0,6,0,0,0,0,0,0,0,1,0,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
48,1,154,2,0,0,0,0,0,0,0,0,1,4,4,17,11,1,1,5,9,0.25,0.313131,31,20,1,3,0.313131,31,0,0,0,0,0,68,107,4,0,4,0,4,2,3,0,4,45,2,3,0,68,107,4,0,4,0,4,2,3,0,4,45,2,3,0,0,0,10,0,17,0,0,4,0,0,0,0,0,2,2,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
35,1,62,2,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,0,2,0,0.0714286,2,0,0,3,0.0714286,2,0,0,0,0,0,26,28,8,0,8,0,2,8,2,0,2,7,8,2,0,26,28,8,0,8,0,2,8,2,0,2,7,8,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
63,1,434,2,0.0896593,1,6,2,0.0672043,0.0753425,25,22,2,5,5,72,15,2,3,24,41,0.333333,0.112805,37,15,6,12,0.112462,37,0,0,0,0,0,291,371,14,1,14,1,17,14,17,2,17,199,14,17,2,292,372,16,1,16,1,17,16,17,2,17,199,16,17,2,0,2,62,4,39,0,0,18,0,14,0,1,0,4,0,1,0,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,4,0,0,1,1
72,1,271,2,0,0,0,0,0,0,0,0,1,4,4,21,27,4,1,26,31,0.5,0.298429,57,22,3,3,0.298429,57,0,0,0,0,0,134,200,6,0,6,0,5,6,5,1,5,101,6,5,1,134,200,6,0,6,0,5,6,5,1,5,101,6,5,1,0,0,16,1,67,0,1,8,0,0,0,0,0,2,0,2,0,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,2,1
56,1,171,2,0,0,0,0,0,0,0,0,1,4,4,25,14,2,2,18,22,0.5,0.132075,14,4,1,1,0.132075,14,0,0,0,0,0,92,116,0,0,0,0,4,0,1,0,4,65,0,1,0,92,116,0,0,0,0,4,0,1,0,4,65,0,1,0,0,0,15,0,22,0,0,0,0,0,0,0,0,3,0,2,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,1,139,2,0,0,0,0,0,0,0,0,1,9,4,26,20,3,3,10,13,0.333333,0.0384615,3,1,1,2,0.0384615,3,0,0,0,0,0,75,82,4,1,4,1,3,0,2,0,3,64,0,2,0,75,82,4,1,4,1,3,0,2,0,3,64,0,2,0,0,0,17,0,36,0,0,15,0,0,0,0,0,6,5,2,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,62,2,0,0,0,0,0,0,0,0,1,1,1,5,2,2,1,2,5,0.25,0.2,4,4,1,3,0.2,4,0,0,1,1,0,16,19,0,0,0,0,3,0,3,0,3,11,0,3,0,16,19,0,0,0,0,3,0,3,0,3,11,0,3,0,0,0,9,0,7,0,0,2,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,1,485,2,0.0675152,1,6,2,0.0588235,0.0606061,24,20,2,8,3,75,37,5,7,38,55,0.142857,0.0934066,34,19,2,12,0.0934066,34,2,2,0,0,1,330,408,10,4,4,3,17,1,13,0,59,212,5,49,2,330,408,10,4,4,3,17,1,13,0,59,212,5,49,2,0,0,62,0,58,0,0,2,0,14,0,1,0,3,0,2,0,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0
100,1,799,2,0.0586081,1,6,2,0.04,0.0509554,28,24,9,3,3,108,55,8,21,41,83,0.486486,0.234146,144,111,18,19,0.234146,144,1,1,1,1,1,471,700,6,1,6,1,42,4,36,2,42,294,4,36,2,471,700,6,1,6,1,42,4,36,2,42,294,4,36,2,0,1,97,1,129,0,0,14,0,14,0,1,0,1,1,3,0,111,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,1,0,0,0,0,0,0
47,1,82,2,0,0,0,0,0,0,0,0,1,5,5,12,9,1,1,4,6,0.333333,0.216216,8,4,1,2,0.216216,8,1,1,0,0,1,29,36,1,0,1,0,2,0,2,0,5,14,0,5,0,29,36,1,0,1,0,2,0,2,0,5,14,0,5,0,0,0,10,0,5,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,322,2,0.107755,1,4,2,0.108333,0.126214,26,26,2,2,2,44,48,3,4,26,41,0.0769231,0.0438596,10,2,1,12,0.0438596,10,1,1,0,0,1,218,240,9,5,9,5,15,3,12,2,15,114,3,12,2,218,240,9,5,9,5,15,3,12,2,15,114,3,12,2,0,0,57,6,61,0,0,9,0,14,0,1,0,0,9,3,0,42,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,1,0,0,0,0,0
51,1,129,2,0,0,0,0,0,0,0,0,16,0,0,24,16,1,0,0,24,0.12,0.0566038,3,3,3,22,0.0566038,3,1,1,1,3,1,50,79,0,17,0,7,24,0,24,0,35,24,0,35,1,50,79,0,17,0,7,24,0,24,0,35,24,0,35,1,0,0,51,21,4,0,0,0,0,0,0,1,0,0,0,1,0,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0
53,1,304,2,0,0,0,0,0,0,0,0,1,2,2,46,11,32,42,19,50,0.259259,0.165899,36,28,7,20,0.165899,36,0,0,0,0,0,181,252,9,10,9,10,31,8,26,0,31,100,8,26,0,181,252,9,10,9,10,31,8,26,0,31,100,8,26,0,0,0,63,3,19,0,0,4,0,0,0,0,0,0,1,1,0,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,1,0,0,0,0,0
48,1,96,2,0,0,0,0,0,0,0,0,17,0,0,20,11,1,17,0,20,0.142857,0.107143,3,3,3,18,0.107143,3,0,0,0,0,0,25,49,1,2,1,2,20,1,20,0,20,20,1,20,0,25,49,1,2,1,2,20,1,20,0,20,20,1,20,0,0,0,46,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
43,1,127,2,0.360743,1,10,2,0.282353,0.32,24,24,1,4,4,20,8,1,1,27,30,0,0.0384615,3,0,0,3,0.0384615,3,0,0,0,0,0,75,85,1,0,1,0,3,0,2,0,3,45,0,2,0,75,85,1,0,1,0,3,0,2,0,3,45,0,2,0,0,0,25,0,18,0,0,2,0,12,0,0,0,3,1,1,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,129,2,0,0,0,0,0,0,0,0,2,2,2,18,12,4,14,6,21,0.2,0.142857,8,8,3,12,0.142857,8,2,2,2,2,1,48,76,3,18,3,11,15,3,14,1,39,21,3,38,1,48,76,3,18,3,11,15,3,14,1,39,21,3,38,1,0,0,38,0,10,0,0,4,0,0,0,1,0,0,0,1,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
43,1,124,2,0,0,0,0,0,0,0,0,2,1,1,9,5,0,0,2,9,0,0.122807,7,4,0,5,0.119403,8,1,1,0,0,1,50,69,7,24,3,3,7,0,4,0,39,16,0,31,0,59,82,7,24,3,3,8,0,5,0,40,19,0,32,0,0,0,22,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
34,1,36,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0.5,0.25,1,1,1,1,0.25,1,3,3,0,0,1,3,3,3,18,0,0,1,0,1,0,40,1,3,39,1,3,3,3,18,0,0,1,0,1,0,40,1,3,39,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
79,1,500,2,0,0,0,0,0,0,0,0,1,3,3,88,44,4,16,62,107,0.0869565,0.0858726,31,17,4,42,0.0858726,31,0,0,0,0,0,330,422,10,10,10,10,45,10,45,4,45,222,10,45,4,330,422,10,10,10,10,45,10,45,4,45,222,10,45,4,0,0,107,0,78,0,0,18,0,0,0,0,0,0,0,3,0,56,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0
67,1,166,2,0,0,0,0,0,0,0,0,1,6,5,19,5,1,1,1,3,0.333333,0.256881,28,17,1,2,0.256881,28,0,0,0,0,0,81,100,2,0,2,0,2,0,2,0,2,57,0,2,0,81,100,2,0,2,0,2,0,2,0,2,57,0,2,0,0,0,11,0,14,0,0,4,0,0,0,0,0,5,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
