Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,bugs,label
146,5,215,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
14,1,282,2,0.838471,10,29,17,0.609665,0.81592,164,164,3,1,1,25,2,0,0,0,17,0.944444,0.207843,53,53,17,1,0.207843,53,1,1,0,0,1,202,269,5,4,4,4,17,0,17,4,17,93,1,17,4,202,269,5,4,4,4,17,0,17,4,17,93,1,17,4,0,0,120,0,9,0,0,0,0,85,0,1,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
15,1,110,2,0.843284,5,9,5,0.65625,0.875,63,63,1,1,1,10,2,0,0,0,6,0.857143,0.215054,20,20,6,1,0.215054,20,1,1,0,0,1,73,96,3,1,2,1,6,0,6,2,6,34,1,6,2,73,96,3,1,2,1,6,0,6,2,6,34,1,6,2,0,0,52,0,6,0,0,2,0,35,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
14,1,422,2,0.859134,7,55,30,0.635697,0.841424,260,260,5,1,1,40,1,0,0,0,25,0.961538,0.198966,77,77,25,1,0.198966,77,1,1,0,0,1,310,409,7,5,6,5,25,0,25,5,25,143,1,25,5,310,409,7,5,6,5,25,0,25,5,25,143,1,25,5,0,0,179,0,15,0,0,0,0,127,0,1,0,0,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0
14,1,422,2,0.859134,7,55,30,0.635697,0.841424,260,260,5,1,1,40,1,0,0,0,25,0.961538,0.198966,77,77,25,1,0.198966,77,1,1,0,0,1,310,409,7,5,6,5,25,0,25,5,25,143,1,25,5,310,409,7,5,6,5,25,0,25,5,25,143,1,25,5,0,0,179,0,15,0,0,0,0,127,0,1,0,0,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0
14,1,444,2,0.914397,5,66,36,0.723898,0.942598,312,312,6,1,1,43,1,0,0,0,25,0.961538,0.188264,77,77,25,1,0.188264,77,1,1,0,0,1,332,431,8,6,7,6,25,0,25,6,25,157,1,25,6,332,431,8,6,7,6,25,0,25,6,25,157,1,25,6,0,0,214,0,18,0,0,0,0,152,0,1,0,0,0,0,0,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0
14,1,164,2,0.885932,7,22,12,0.688742,0.904348,104,104,2,1,1,15,1,0,0,0,9,0.9,0.2,29,29,9,1,0.2,29,1,1,0,0,1,116,151,4,2,3,2,9,0,9,2,9,53,1,9,2,116,151,4,2,3,2,9,0,9,2,9,53,1,9,2,0,0,78,0,6,0,0,0,0,54,0,1,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
14,1,658,2,0.79864,15,65,38,0.565891,0.758836,365,365,7,1,1,60,3,0,0,0,41,0.97619,0.205931,125,125,41,1,0.205931,125,1,1,0,0,1,482,645,9,9,8,9,41,0,41,9,41,223,1,41,9,482,645,9,9,8,9,41,0,41,9,41,223,1,41,9,0,0,259,0,21,0,0,0,0,182,0,1,0,0,0,0,0,14,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0
15,1,77,2,0.755814,3,5,3,0.603175,0.808511,38,38,1,1,1,6,2,0,0,0,4,0.8,0.225806,14,14,4,1,0.225806,14,1,1,0,0,1,48,63,3,1,2,1,4,0,4,1,4,20,1,4,1,48,63,3,1,2,1,4,0,4,1,4,20,1,4,1,0,0,36,0,3,0,0,0,0,23,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
14,1,306,2,0.799049,10,29,17,0.559727,0.75576,164,164,3,1,1,27,2,0,0,0,19,0.95,0.212996,59,59,19,1,0.212996,59,1,1,0,0,1,218,293,5,4,4,4,19,0,19,4,19,99,1,19,4,218,293,5,4,4,4,19,0,19,4,19,99,1,19,4,0,0,120,0,9,0,0,0,0,85,0,1,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
15,1,110,2,0.843284,5,9,5,0.65625,0.875,63,63,1,1,1,10,2,0,0,0,6,0.857143,0.215054,20,20,6,1,0.215054,20,1,1,0,0,1,73,96,3,1,2,1,6,0,6,2,6,34,1,6,2,73,96,3,1,2,1,6,0,6,2,6,34,1,6,2,0,0,52,0,6,0,0,2,0,35,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
14,1,142,2,0.688525,5,7,5,0.465116,0.645161,60,60,1,1,1,11,2,0,0,0,9,0.9,0.235772,29,29,9,1,0.235772,29,1,1,0,0,1,94,129,3,2,2,2,9,0,9,2,9,41,1,9,2,94,129,3,2,2,2,9,0,9,2,9,41,1,9,2,0,0,52,0,3,0,0,0,0,35,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
15,1,77,2,0.755814,3,5,3,0.603175,0.808511,38,38,1,1,1,6,2,0,0,0,4,0.8,0.225806,14,14,4,1,0.225806,14,1,1,0,0,1,48,63,3,1,2,1,4,0,4,1,4,20,1,4,1,48,63,3,1,2,1,4,0,4,1,4,20,1,4,1,0,0,36,0,3,0,0,0,0,23,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
14,1,306,2,0.799049,10,29,17,0.559727,0.75576,164,164,3,1,1,27,2,0,0,0,19,0.95,0.212996,59,59,19,1,0.212996,59,1,1,0,0,1,218,293,5,4,4,4,19,0,19,4,19,99,1,19,4,218,293,5,4,4,4,19,0,19,4,19,99,1,19,4,0,0,120,0,9,0,0,0,0,85,0,1,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
15,1,77,2,0.755814,3,5,3,0.603175,0.808511,38,38,1,1,1,6,2,0,0,0,4,0.8,0.225806,14,14,4,1,0.225806,14,1,1,0,0,1,48,63,3,1,2,1,4,0,4,1,4,20,1,4,1,48,63,3,1,2,1,4,0,4,1,4,20,1,4,1,0,0,36,0,3,0,0,0,0,23,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
14,1,142,2,0.688525,5,7,5,0.465116,0.645161,60,60,1,1,1,11,2,0,0,0,9,0.9,0.235772,29,29,9,1,0.235772,29,1,1,0,0,1,94,129,3,2,2,2,9,0,9,2,9,41,1,9,2,94,129,3,2,2,2,9,0,9,2,9,41,1,9,2,0,0,52,0,3,0,0,0,0,35,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
14,1,807,2,0.82504,16,93,51,0.589421,0.79322,468,468,9,1,1,72,7,0,0,3,48,0.978261,0.197122,137,137,45,1,0.203753,152,1,1,0,0,1,558,752,11,9,10,9,45,0,45,9,45,259,1,45,9,594,794,43,9,13,9,51,0,48,9,57,265,30,54,9,0,0,337,0,28,0,0,0,0,224,0,1,0,0,0,0,0,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0
14,1,1466,2,0.80529,19,162,89,0.562973,0.759517,818,818,16,1,1,133,10,0,0,4,90,0.988506,0.200927,260,260,86,1,0.20558,280,1,1,0,0,1,1034,1397,18,16,17,16,86,0,86,16,86,476,1,86,16,1082,1453,80,16,21,16,94,0,90,16,102,484,59,98,16,0,0,573,0,50,0,0,0,0,386,0,1,0,1,0,1,0,32,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,33,0,0,0,0,0,0,0
14,1,1100,2,0.807891,24,118,66,0.568537,0.765799,618,618,12,1,1,100,7,0,0,2,68,0.985075,0.20284,200,200,66,1,0.205882,210,1,1,0,0,1,786,1059,14,13,13,13,66,0,66,13,66,362,1,66,13,810,1087,28,13,15,13,70,0,68,13,74,366,13,72,13,0,0,429,0,37,0,0,0,0,296,0,1,0,0,0,0,0,24,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,21,0,0,0,0,0,0,0
14,1,1589,2,0.800461,24,171,95,0.557107,0.751712,878,878,17,1,1,145,9,0,0,3,99,0.989691,0.203366,290,290,96,1,0.2065,305,1,1,0,0,1,1136,1534,19,18,18,18,96,0,96,18,96,522,1,96,18,1172,1576,49,18,21,18,102,0,99,18,108,528,28,105,18,0,0,604,0,52,0,0,0,0,416,0,1,0,1,0,1,0,34,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,29,0,0,0,0,0,0,0
14,1,123,2,0.724138,5,11,6,0.472727,0.641975,52,52,1,1,1,11,1,0,0,0,8,0.875,0.219048,23,23,7,1,0.219048,23,1,1,0,0,1,82,110,3,1,2,1,8,0,7,1,8,34,1,7,1,82,110,3,1,2,1,8,0,7,1,8,34,1,7,1,0,0,46,0,3,0,0,0,0,29,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
146,5,215,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
66,5,135,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
226,5,295,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
42,5,111,6,0,0,0,0,0,0,0,0,20,0,0,21,1,1,1,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
116,5,185,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
52,5,121,6,0,0,0,0,0,0,0,0,20,0,0,21,1,1,1,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
66,5,135,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
42,5,111,6,0,0,0,0,0,0,0,0,20,0,0,21,1,1,1,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
116,5,185,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
42,5,111,6,0,0,0,0,0,0,0,0,20,0,0,21,1,1,1,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
66,5,135,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
532,5,601,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
871,5,940,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
527,5,596,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
783,5,852,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
56,5,125,6,0,0,0,0,0,0,0,0,20,0,0,21,1,0,0,0,21,0.333333,0.2,11,10,7,14,0.2,11,0,0,0,0,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,44,70,0,0,0,0,21,0,20,0,21,20,0,20,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
25,1,58,2,0,0,0,0,0,0,0,0,1,1,1,5,0,40,85,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,27,34,3,1,3,1,4,0,4,1,4,11,0,4,1,27,34,3,1,3,1,4,0,4,1,4,11,0,4,1,0,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
20,1,61,2,0,0,0,0,0,0,0,0,2,0,0,9,0,1,4,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,31,42,2,0,2,0,9,0,9,4,9,9,0,9,4,31,42,2,0,2,0,9,0,9,4,9,9,0,9,4,0,2,22,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,318,2,0,0,0,0,0,0,0,0,1,2,2,78,3,109,221,4,63,0.0169492,0.0622222,14,10,1,58,0.0622222,14,0,0,0,0,0,211,292,3,2,3,2,59,0,58,0,59,84,0,58,0,211,292,3,2,3,2,59,0,58,0,59,84,0,58,0,0,2,118,0,16,0,0,8,1,0,0,0,0,0,2,0,0,7,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
23,1,29,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,0.5,5,5,1,1,0.5,5,0,0,0,0,0,5,7,0,1,0,1,1,0,1,0,1,1,0,1,0,5,7,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,80,2,0,0,0,0,0,0,0,0,3,1,1,5,2,0,0,8,11,0,0,0,0,0,4,0,0,1,1,0,0,1,52,56,2,1,0,0,3,0,3,0,4,42,0,4,0,52,56,2,1,0,0,3,0,3,0,4,42,0,4,0,0,0,10,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,73,2,0,0,0,0,0,0,0,0,1,0,0,10,1,3,2,0,10,0,0,0,0,0,11,0,0,0,0,3,3,0,36,48,3,0,3,0,10,0,10,1,10,12,0,10,1,36,48,3,0,3,0,10,0,10,1,10,12,0,10,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,85,2,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,10,12,0,0.0232558,1,0,0,3,0.0232558,1,1,1,0,0,1,42,56,6,0,3,0,2,0,2,0,11,31,0,11,1,42,56,6,0,3,0,2,0,2,0,11,31,0,11,1,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,1,58,2,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,7,9,0,0,0,0,0,3,0,0,1,1,0,0,1,24,34,5,0,2,0,2,0,2,0,11,14,0,11,1,24,34,5,0,2,0,2,0,2,0,11,14,0,11,1,0,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
