Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Android Rules,Basic Rules,Brace Rules,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,Design Rules,Documentation Metric Rules,Empty Code Rules,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,Naming Rules,Optimization Rules,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,bugs,label
14,1,98,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,16,1,1,1,2,7,1.0,0.392857,33,33,4,0,0.392857,33,0,0,0,0,0,51,85,1,4,1,4,5,0,3,0,5,28,0,3,0,51,85,1,4,1,4,5,0,3,0,5,28,0,3,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
13,1,51,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,7,1,9,0,4,8,0.25,0.08333330000000001,3,3,1,3,0.08333330000000001,3,0,0,5,5,0,33,39,2,0,2,0,4,0,3,0,4,12,0,3,0,33,39,2,0,2,0,4,0,3,0,4,12,0,3,0,0,1,12,1,2,2,0,0,0,0,0,1,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,95,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,2,0,0,1,1.0,0.14893599999999999,14,3,1,0,0.14285699999999998,14,0,0,0,0,0,80,86,1,0,1,0,1,1,0,0,1,0,1,0,0,84,90,3,0,3,0,1,3,0,0,1,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
13,1,43,2,0.0,0,0,0,0.0,0.0,0,0,5,0,0,5,7,0,0,0,5,0.166667,0.1,3,3,1,5,0.1,3,1,1,0,0,1,27,31,2,0,0,0,5,0,5,0,9,14,0,8,0,27,31,2,0,0,0,5,0,5,0,9,14,0,8,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,78,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,5,2,0,2,3,0.5,0.130435,3,3,1,1,0.0576923,3,1,1,0,0,1,20,26,3,0,1,0,1,0,1,0,5,9,0,4,0,49,61,5,4,3,4,6,0,5,0,10,19,0,8,0,0,0,18,1,4,0,0,0,0,0,0,0,0,0,1,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,1,91,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,7,3,1,2,4,0.5,0.09375,3,3,1,1,0.0491803,3,1,1,0,0,1,29,37,4,0,2,0,2,0,1,0,6,13,0,4,0,58,71,4,4,2,4,7,0,6,0,11,23,0,9,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21,1,104,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,8,3,1,3,5,0.5,0.09375,3,3,1,1,0.042857099999999995,3,1,1,0,0,1,29,38,4,0,2,0,2,0,1,0,6,13,0,4,0,67,84,6,4,4,4,7,2,6,0,11,29,2,9,0,0,0,34,0,7,0,0,1,0,0,0,0,0,0,2,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1
24,1,144,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,7,4,0,3,4,0.5,0.125,3,3,1,1,0.0294118,3,1,1,0,0,1,21,27,3,0,1,0,1,0,1,0,5,9,0,4,0,99,121,5,1,3,1,13,0,12,0,21,41,0,19,0,0,0,37,2,7,0,0,0,0,0,0,2,0,0,1,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,1,35,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,6,0,0,12,13,0.5,0.384615,10,3,1,1,0.384615,10,0,0,0,0,0,16,22,0,0,0,0,1,0,1,0,1,3,0,1,0,16,22,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,49,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,7,3,3,8,2,7,0.2,0.2,7,7,1,4,0.2,7,1,1,3,5,1,28,35,2,1,2,1,5,0,4,0,6,10,0,5,0,28,35,2,1,2,1,5,0,4,0,6,10,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,132,2,0.242525,1,4,1,0.15178599999999998,0.220779,17,17,1,3,3,16,3,2,2,5,13,0.5,0.266667,28,27,3,3,0.266667,28,2,2,2,2,1,77,112,5,2,3,1,8,0,5,0,13,46,0,9,0,77,112,5,2,3,1,8,0,5,0,13,46,0,9,0,0,0,25,0,4,0,0,2,0,12,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
15,1,53,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,7,1,6,8,0,6,0.166667,0.21052600000000002,8,8,1,5,0.21052600000000002,8,1,1,2,6,1,30,39,1,0,1,0,6,0,5,0,6,10,0,5,0,30,39,1,0,1,0,6,0,5,0,6,10,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
16,1,91,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,13,2,4,16,5,12,0.4,0.253521,18,16,2,3,0.253521,18,2,2,4,4,1,53,76,6,2,5,2,7,0,4,0,13,25,0,9,0,53,76,6,2,5,2,7,0,4,0,13,25,0,9,0,0,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
11,1,34,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,5,0,1,1,0,2,0.333333,0.214286,6,4,1,2,0.214286,6,0,0,0,0,0,22,24,0,0,0,0,2,0,2,0,2,11,0,2,0,22,24,0,0,0,0,2,0,2,0,2,11,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1,32,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,0,6,7,0,4,0.2,0.208333,5,5,1,4,0.208333,5,0,0,0,0,0,19,25,3,2,3,2,4,0,4,0,4,5,0,4,0,19,25,3,2,3,2,4,0,4,0,4,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,94,2,0.0,0,0,0,0.0,0.0,0,0,5,2,2,13,2,4,3,5,11,0.833333,0.4,28,28,5,1,0.368421,28,0,0,0,0,0,42,72,2,0,2,0,6,0,5,0,6,18,0,5,0,48,78,2,0,2,0,7,0,6,0,7,21,0,6,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,77,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,11,1,2,2,3,7,0.6,0.365079,23,23,3,2,0.365079,23,0,0,0,0,0,40,59,3,0,3,0,4,0,4,0,4,17,0,4,0,40,59,3,0,3,0,4,0,4,0,4,17,0,4,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,1,31,2,0.0,0,0,0,0.0,0.0,0,0,4,0,0,4,2,5,0,0,4,0.2,0.416667,10,6,1,4,0.416667,10,1,1,3,3,1,14,21,0,0,0,0,4,0,4,0,4,0,0,4,0,14,21,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,32,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,1,1,0,2,0.333333,0.25,5,5,1,2,0.25,5,1,1,0,0,1,15,20,1,0,1,0,2,0,2,0,2,7,0,2,0,15,20,1,0,1,0,2,0,2,0,2,7,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,23,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,1,0.5,0.6,9,8,1,1,0.6,9,1,1,0,0,1,6,7,0,0,0,0,1,0,1,0,1,1,0,1,0,6,7,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,61,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,2,1,1,1,4,0.333333,0.17948699999999998,7,7,1,2,0.17948699999999998,7,1,1,0,0,1,32,40,1,1,1,1,3,0,2,0,3,20,0,2,0,32,40,1,1,1,1,3,0,2,0,3,20,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
11,1,17,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,1,0.5,0.416667,5,5,1,1,0.416667,5,1,1,0,0,1,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,7,7,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2,211,3,0.0,0,0,0,0.0,0.0,0,0,2,0,0,11,4,6,6,2,13,1.0,0.347368,33,33,12,0,0.347368,33,0,0,0,0,0,62,101,9,0,9,0,11,0,11,0,11,29,0,11,0,62,101,9,0,9,0,11,0,11,0,11,29,0,11,0,0,0,15,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,2,0,0,0,0,0,1,1
13,1,29,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,2,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,14,17,6,4,1,1,2,0,1,0,5,6,0,2,0,14,17,6,4,1,1,2,0,1,0,5,6,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13,1,50,2,0.0,0,0,0,0.0,0.0,0,0,0,2,1,8,0,8,4,0,4,1.0,0.351351,13,12,2,0,0.351351,13,0,0,2,3,0,24,38,5,4,5,4,4,0,1,0,4,8,0,1,0,24,38,5,4,5,4,4,0,1,0,4,8,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,42,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,2,2,2,1,4,0.25,0.310345,9,7,1,3,0.310345,9,1,1,1,1,1,20,27,9,4,4,1,3,2,3,0,6,7,2,3,0,20,27,9,4,4,1,3,2,3,0,6,7,2,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
105,2,396,3,0.0,0,0,0,0.0,0.0,0,0,8,2,2,39,9,4,3,7,26,0.947368,0.449057,119,118,18,1,0.449057,119,0,0,0,0,0,146,292,30,0,30,0,19,3,18,0,19,80,3,18,0,146,292,30,0,30,0,19,3,18,0,19,80,3,18,0,0,0,19,0,53,0,0,26,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,9,0,0,0,0,0,0,0
91,2,94,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
19,1,60,2,0.0,0,0,0,0.0,0.0,0,0,0,2,1,6,2,1,1,2,6,0.5,0.12820499999999999,5,3,1,1,0.12820499999999999,5,2,2,0,0,1,34,42,14,7,5,3,4,2,1,0,10,16,4,4,0,34,42,14,7,5,3,4,2,1,0,10,16,4,4,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
43,2,77,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,6,3,1,1,1,6,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,29,35,2,4,2,4,5,0,4,0,5,10,0,4,0,29,35,2,4,2,4,5,0,4,0,5,10,0,4,0,0,0,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,2,90,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,5,3,1,0,1,5,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,25,30,0,4,0,4,4,0,4,0,4,9,0,4,0,25,30,0,4,0,4,4,0,4,0,4,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,103,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,5,4,1,0,1,5,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,30,38,0,4,0,4,4,0,4,0,4,15,0,4,0,34,42,2,4,2,4,4,2,4,0,4,15,2,4,0,0,0,20,0,5,0,0,1,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
50,2,143,3,0.0,0,0,0,0.0,0.0,0,0,7,2,2,11,4,1,1,1,10,0.0,0.0,0,0,0,9,0.0,0,0,0,0,0,0,52,65,2,1,2,1,9,0,8,0,9,19,0,8,0,78,94,2,1,2,1,12,0,11,0,16,32,0,15,0,0,0,32,2,6,0,0,0,0,0,0,2,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,1,67,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,8,0,0,12,14,0.5,0.25,9,5,1,1,0.195652,9,0,0,0,0,0,27,34,1,0,1,0,2,0,1,0,2,12,0,1,0,37,44,1,0,1,0,4,0,3,0,12,16,0,11,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,1,1,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,48,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,1,1,2,5,1.0,0.675676,25,25,3,0,0.675676,25,3,3,0,0,1,12,33,5,2,0,1,3,0,2,0,15,3,0,11,0,12,33,5,2,0,1,3,0,2,0,15,3,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,79,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,9,3,0,0,4,9,0.6,0.37096799999999996,23,22,3,2,0.37096799999999996,23,2,2,0,0,1,39,62,4,1,2,0,5,0,4,0,10,19,0,8,0,39,62,4,1,2,0,5,0,4,0,10,19,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17,1,55,2,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,4,1,1,3,6,1.0,0.595238,25,25,3,0,0.595238,25,3,3,0,0,1,17,39,7,2,2,1,3,0,2,0,15,5,0,11,0,17,39,7,2,2,1,3,0,2,0,15,5,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,39,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,3,1,1,2,5,0.75,0.607143,17,16,3,1,0.607143,17,2,2,0,0,1,11,24,2,1,0,0,3,0,3,0,8,2,0,7,0,11,24,2,1,0,0,3,0,3,0,8,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,13,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,1,0.5,0.454545,5,5,1,1,0.454545,5,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,37,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,2,2,0,1,3,0.5,0.22222199999999998,6,5,1,1,0.22222199999999998,6,1,1,0,0,1,21,24,2,1,2,1,2,0,1,0,2,10,0,1,0,21,24,2,1,2,1,2,0,1,0,2,10,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,66,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,9,2,0,0,5,12,0.2,0.130435,6,6,1,4,0.130435,6,3,3,0,0,1,40,48,7,2,1,1,7,0,4,0,17,14,0,13,0,40,48,7,2,1,1,7,0,4,0,17,14,0,13,0,0,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,61,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,8,1,1,1,5,11,0.14285699999999998,0.2,9,8,1,6,0.2,9,1,1,0,0,1,36,45,2,0,2,0,6,0,6,0,6,14,0,6,0,36,45,2,0,2,0,6,0,6,0,6,14,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,92,2,0.40565999999999997,2,8,2,0.309859,0.37931,22,22,2,3,3,12,2,0,0,5,12,0.2,0.171429,12,12,1,4,0.171429,12,3,3,0,0,1,58,71,7,2,1,1,7,0,4,0,17,27,0,13,0,58,71,7,2,1,1,7,0,4,0,17,27,0,13,0,0,0,30,0,1,0,0,0,0,12,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,72,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,1,0,0,5,11,0.28571399999999997,0.272727,15,14,2,5,0.272727,15,1,1,0,0,1,40,56,3,0,3,0,6,0,6,0,6,16,0,6,0,40,56,3,0,3,0,6,0,6,0,6,16,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
